epoch,batch,train_loss,train_accuracy
2,548,1.4964535,0.65625
2,549,1.709362,0.59375
2,550,1.790598,0.5625
2,551,1.8155344,0.5625
2,552,1.3461175,0.59375
2,553,1.7490203,0.5
2,554,1.1859801,0.65625
2,555,1.3254673,0.71875
2,556,1.2794333,0.625
2,557,1.5789421,0.53125
2,558,1.5893576,0.5
2,559,1.663044,0.53125
2,560,1.5500342,0.5625
2,561,1.6308212,0.6875
2,562,1.4416533,0.625
2,563,1.5576928,0.59375
2,564,1.535732,0.6875
2,565,1.2308823,0.6875
2,566,1.5020316,0.6875
2,567,1.4804913,0.71875
2,568,1.6127938,0.53125
2,569,1.6068666,0.59375
2,570,2.222317,0.46875
2,571,1.3842615,0.6875
2,572,1.5237408,0.59375
2,573,1.6293871,0.625
2,574,1.7578703,0.625
2,575,1.489961,0.65625
2,576,1.6381198,0.5625
2,577,1.604221,0.5625
2,578,1.4966606,0.625
2,579,1.5319225,0.53125
2,580,1.5467246,0.65625
2,581,1.4848062,0.59375
2,582,1.9377024,0.59375
2,583,1.3736452,0.65625
2,584,1.8140796,0.5
2,585,2.1115174,0.5
2,586,1.5751075,0.53125
2,587,1.274123,0.6875
2,588,0.94595313,0.71875
2,589,1.9268799,0.4375
2,590,1.9968772,0.46875
2,591,2.145811,0.40625
2,592,2.0449839,0.5
2,593,1.4144863,0.5625
2,594,1.4393588,0.625
2,595,1.7135546,0.59375
2,596,1.8458297,0.5625
2,597,1.3623216,0.71875
2,598,1.1555976,0.625
2,599,1.8101795,0.53125
2,600,1.5944041,0.625
2,601,1.4692633,0.65625
2,602,1.8104897,0.4375
2,603,1.9373783,0.65625
2,604,1.8879666,0.46875
2,605,1.3290322,0.75
2,606,1.8325217,0.5625
2,607,1.795548,0.53125
2,608,1.3888054,0.53125
2,609,1.713367,0.5625
2,610,1.9728117,0.4375
2,611,1.8115828,0.5
2,612,0.9646236,0.78125
2,613,0.9644831,0.8125
2,614,1.535952,0.65625
2,615,1.1632295,0.6875
2,616,1.4485048,0.6875
2,617,1.4727314,0.71875
2,618,1.088507,0.75
2,619,1.5082178,0.59375
2,620,1.6958699,0.5625
2,621,1.9261519,0.5
2,622,1.8744076,0.59375
2,623,1.7467973,0.5625
2,624,1.6019083,0.46875
2,625,1.5906934,0.59375
2,626,1.109549,0.8125
2,627,1.4707747,0.65625
2,628,1.544016,0.59375
2,629,1.5803671,0.75
2,630,1.644417,0.53125
2,631,1.7291926,0.53125
2,632,1.3534195,0.71875
2,633,1.9270108,0.46875
2,634,0.89314115,0.8125
2,635,1.8633678,0.53125
2,636,1.5189265,0.71875
2,637,1.3627065,0.59375
2,638,1.3955983,0.625
2,639,1.3847425,0.625
2,640,1.3489033,0.65625
2,641,1.8265707,0.625
2,642,1.5880829,0.65625
2,643,1.4052116,0.6875
2,644,1.5725936,0.53125
2,645,1.914539,0.46875
2,646,1.3623759,0.65625
2,647,1.3557304,0.75
2,648,1.4312431,0.6875
2,649,1.456116,0.59375
2,650,1.3396975,0.625
2,651,1.3964639,0.59375
2,652,1.8660532,0.5625
2,653,1.2895862,0.625
2,654,1.3718923,0.6875
2,655,1.4839493,0.65625
2,656,1.618789,0.65625
2,657,1.6820594,0.53125
2,658,1.4423505,0.65625
2,659,1.51499,0.6875
2,660,1.1763968,0.65625
2,661,1.1634048,0.6875
2,662,1.8066537,0.5
2,663,1.8604319,0.5625
2,664,0.905239,0.8125
2,665,1.636245,0.59375
2,666,1.4946774,0.625
2,667,1.9239881,0.53125
2,668,1.3755833,0.71875
2,669,1.4617829,0.5625
2,670,1.5238914,0.6875
2,671,2.096689,0.5
2,672,1.5581096,0.5
2,673,1.3960617,0.625
2,674,1.3049996,0.71875
2,675,1.5928285,0.625
2,676,1.5248584,0.5625
2,677,1.3130531,0.71875
2,678,1.7468244,0.5
2,679,2.0857866,0.375
2,680,1.4215674,0.625
2,681,1.4738121,0.6875
2,682,1.4238547,0.6875
2,683,1.6084367,0.53125
2,684,1.1077324,0.6875
2,685,1.365754,0.65625
2,686,0.87294203,0.75
2,687,1.5119879,0.59375
2,688,1.5787897,0.59375
2,689,1.7569311,0.65625
2,690,2.147058,0.40625
2,691,1.8112804,0.46875
2,692,1.4554142,0.59375
2,693,1.319776,0.65625
2,694,1.377705,0.6875
2,695,1.2353268,0.6875
2,696,1.4853338,0.65625
2,697,1.741079,0.4375
2,698,1.4518527,0.71875
2,699,1.6867656,0.59375
2,700,1.3368266,0.59375
2,701,1.68919,0.5625
2,702,1.5779531,0.65
3,703,1.433911,0.65625
3,704,1.3154491,0.59375
3,705,0.9850359,0.71875
3,706,1.6051086,0.65625
3,707,1.0851246,0.78125
3,708,1.2900598,0.6875
3,709,1.2236636,0.75
3,710,1.6627425,0.5625
3,711,1.3186724,0.6875
3,712,1.0553488,0.84375
3,713,1.401694,0.65625
3,714,1.4016492,0.59375
3,715,1.5033337,0.5
3,716,1.697612,0.59375
3,717,1.3332235,0.6875
3,718,1.2437422,0.65625
3,719,1.2504088,0.6875
3,720,1.3960336,0.59375
3,721,1.2066172,0.71875
3,722,1.0921644,0.75
3,723,1.077855,0.6875
3,724,1.2183887,0.71875
3,725,1.4050983,0.71875
3,726,1.3934822,0.6875
3,727,1.0513006,0.71875
3,728,1.403315,0.625
3,729,1.7860649,0.625
3,730,1.2746284,0.625
3,731,1.5759395,0.625
3,732,1.7053652,0.5
3,733,1.3010787,0.6875
3,734,1.2023934,0.6875
3,735,1.4922279,0.625
3,736,1.4187509,0.65625
3,737,1.7945894,0.5
3,738,1.2268547,0.6875
3,739,1.6063128,0.625
3,740,1.0652199,0.65625
3,741,1.451949,0.625
3,742,1.5331013,0.65625
3,743,1.2421851,0.65625
3,744,1.3382906,0.75
3,745,1.9903076,0.4375
3,746,1.654023,0.59375
3,747,1.130195,0.78125
3,748,1.3228525,0.59375
3,749,1.3217481,0.71875
3,750,1.315016,0.6875
3,751,1.2901816,0.5625
3,752,1.0601225,0.6875
3,753,1.4166105,0.6875
3,754,1.095728,0.71875
3,755,1.1955098,0.75
3,756,1.2990716,0.71875
3,757,1.4156368,0.625
3,758,1.430349,0.53125
3,759,1.2704928,0.75
3,760,1.3857316,0.65625
3,761,1.3274426,0.65625
3,762,1.1950674,0.71875
3,763,1.4209284,0.59375
3,764,1.1608175,0.75
3,765,1.6742057,0.625
3,766,1.3977766,0.6875
3,767,1.407014,0.625
3,768,1.4856055,0.59375
3,769,1.32621,0.6875
3,770,0.91573536,0.8125
3,771,1.2096084,0.65625
3,772,1.4974835,0.53125
3,773,1.2750678,0.6875
3,774,1.2826611,0.59375
3,775,1.2648053,0.71875
3,776,1.341102,0.71875
3,777,1.5960836,0.5625
3,778,1.4126296,0.6875
3,779,1.20929,0.6875
3,780,1.2326756,0.65625
3,781,1.369048,0.5625
3,782,1.4510766,0.59375
3,783,1.3509878,0.625
3,784,1.1629535,0.6875
3,785,1.7148356,0.5625
3,786,1.4051437,0.65625
3,787,1.2492161,0.71875
3,788,1.6322201,0.625
3,789,1.4296799,0.65625
3,790,1.0314329,0.71875
3,791,1.448432,0.5625
3,792,1.2402537,0.625
3,793,1.2017604,0.71875
3,794,1.6632583,0.59375
3,795,1.2267815,0.65625
3,796,1.2135146,0.71875
3,797,1.3683455,0.71875
3,798,1.2812568,0.59375
3,799,1.3414178,0.6875
3,800,1.1245244,0.6875
3,801,1.3303219,0.6875
3,802,1.5629902,0.53125
3,803,1.5490036,0.65625
3,804,1.9520297,0.5625
3,805,1.0563647,0.75
3,806,1.5442569,0.5625
3,807,1.2072785,0.71875
3,808,1.574982,0.53125
3,809,1.5044796,0.59375
3,810,1.1160516,0.71875
3,811,1.1868792,0.71875
3,812,1.4615332,0.625
3,813,1.0325996,0.71875
3,814,1.3305724,0.625
3,815,1.3385363,0.6875
3,816,1.5406826,0.59375
3,817,1.3486726,0.59375
3,818,1.6198504,0.625
3,819,1.207752,0.65625
3,820,1.2830489,0.625
3,821,1.4450874,0.59375
3,822,1.5221509,0.65625
3,823,1.5656531,0.5625
3,824,1.4082125,0.59375
3,825,1.5513607,0.5625
3,826,1.3822727,0.625
3,827,1.2517229,0.6875
3,828,1.4828516,0.6875
3,829,1.6802336,0.53125
3,830,1.2169235,0.65625
3,831,1.5850314,0.53125
3,832,1.1959755,0.65625
3,833,1.2528058,0.6875
3,834,1.261374,0.71875
3,835,1.3122367,0.65625
3,836,1.3972462,0.625
3,837,1.2447008,0.65625
3,838,1.3781153,0.59375
3,839,1.7167491,0.65625
3,840,1.2081138,0.65625
3,841,1.188863,0.75
3,842,1.2870207,0.6875
3,843,1.1570742,0.71875
3,844,1.8107187,0.53125
3,845,1.5530533,0.59375
3,846,1.6871557,0.46875
3,847,1.0718184,0.84375
3,848,1.3942096,0.65625
3,849,1.2911625,0.65625
3,850,1.3553201,0.71875
3,851,1.2571032,0.65625
3,852,1.5674068,0.59375
3,853,1.2436445,0.65625
3,854,1.2920943,0.625
3,855,1.3793443,0.59375
3,856,0.9167792,0.78125
3,857,1.2250872,0.71875
3,858,1.1407123,0.78125
3,859,1.2773677,0.59375
3,860,0.9733178,0.78125
3,861,1.0880107,0.6875
3,862,1.3991543,0.59375
3,863,1.6223586,0.59375
3,864,1.1109979,0.71875
3,865,1.2451744,0.5625
3,866,1.0065974,0.71875
3,867,1.4437361,0.625
3,868,1.0537652,0.78125
3,869,1.047743,0.78125
3,870,1.478193,0.625
3,871,1.5554175,0.625
3,872,1.4246806,0.59375
3,873,1.39048,0.65625
3,874,1.1443874,0.6875
3,875,1.522564,0.6875
3,876,1.3095546,0.71875
3,877,1.5970583,0.5625
3,878,1.2919176,0.6875
3,879,1.5723387,0.5625
3,880,0.95566976,0.75
3,881,1.5868434,0.59375
3,882,1.3067932,0.71875
3,883,1.2569792,0.65625
3,884,1.8321757,0.40625
3,885,1.4041193,0.59375
3,886,1.2506497,0.6875
3,887,1.6191474,0.5625
3,888,1.3293717,0.59375
3,889,0.94630677,0.78125
3,890,1.9153178,0.46875
3,891,1.5486995,0.65625
3,892,1.7626497,0.46875
3,893,0.90885115,0.8125
3,894,1.45525,0.5625
3,895,1.4706624,0.65625
3,896,1.402344,0.53125
3,897,1.3268417,0.625
3,898,1.0908722,0.75
3,899,1.4765415,0.59375
3,900,0.96880376,0.8125
3,901,1.0651388,0.75
3,902,1.0618029,0.71875
3,903,1.6364481,0.5625
3,904,1.4435108,0.53125
3,905,1.4983351,0.65625
3,906,1.1396427,0.625
3,907,1.8986003,0.59375
3,908,1.5428525,0.5625
3,909,1.239223,0.65625
3,910,1.6319628,0.59375
3,911,1.7105966,0.53125
3,912,1.6767958,0.53125
3,913,1.274784,0.625
3,914,1.196319,0.6875
3,915,1.3886416,0.59375
3,916,1.356051,0.625
3,917,1.6215175,0.5625
3,918,1.0526077,0.75
3,919,1.2494134,0.71875
3,920,1.394676,0.65625
3,921,1.6638335,0.53125
3,922,1.7633435,0.53125
3,923,1.356586,0.625
3,924,1.5723294,0.59375
3,925,1.3348877,0.59375
3,926,1.0350848,0.8125
3,927,1.1201344,0.625
3,928,0.9638123,0.78125
3,929,1.0231689,0.8125
3,930,1.1121291,0.6875
3,931,1.409507,0.6875
3,932,1.2124394,0.78125
3,933,1.293045,0.625
3,934,1.4181279,0.59375
3,935,1.7915375,0.46875
3,936,1.7298354,0.625
3,937,1.412958,0.625
3,938,1.2290065,0.65625
3,939,1.2801433,0.71875
3,940,1.5106891,0.5625
3,941,1.2171687,0.71875
3,942,0.96552795,0.8125
3,943,1.754371,0.4375
3,944,1.3460081,0.6875
3,945,1.5545858,0.59375
3,946,1.2486169,0.65625
3,947,1.5672892,0.5
3,948,1.4878294,0.5
3,949,1.2824749,0.71875
3,950,1.7853231,0.53125
3,951,0.98056936,0.78125
3,952,1.1276,0.71875
3,953,1.0107194,0.75
3,954,1.3161659,0.625
3,955,1.9383291,0.46875
3,956,1.3900497,0.6875
