epoch,batch,train_loss,train_accuracy
3,957,1.4150714,0.59375
3,958,1.1829518,0.71875
3,959,1.2555553,0.59375
3,960,1.1168635,0.6875
3,961,1.1856313,0.625
3,962,1.2358385,0.71875
3,963,1.6657252,0.59375
3,964,1.4182274,0.5625
3,965,1.3574909,0.625
3,966,1.0695478,0.75
3,967,1.0717503,0.78125
3,968,1.3376584,0.625
3,969,1.6912827,0.5625
3,970,1.1347803,0.75
3,971,1.1231819,0.71875
3,972,1.0707082,0.78125
3,973,1.1437654,0.65625
3,974,1.3039701,0.625
3,975,1.493599,0.65625
3,976,0.8692248,0.78125
3,977,1.5152522,0.625
3,978,1.3259557,0.6875
3,979,1.1893775,0.6875
3,980,1.6396377,0.5625
3,981,1.6001441,0.5625
3,982,1.2530515,0.6875
3,983,1.4822195,0.53125
3,984,1.3664428,0.59375
3,985,0.93330765,0.75
3,986,1.0879822,0.71875
3,987,1.7847595,0.5625
3,988,1.2419679,0.65625
3,989,1.236097,0.625
3,990,1.2339427,0.65625
3,991,1.566536,0.59375
3,992,1.0648787,0.75
3,993,1.7818282,0.46875
3,994,1.3200356,0.625
3,995,1.4528061,0.5625
3,996,0.90409404,0.8125
3,997,0.8994246,0.71875
3,998,1.1378379,0.71875
3,999,1.2299515,0.6875
3,1000,1.074867,0.71875
3,1001,1.0921178,0.84375
3,1002,1.0319636,0.8125
3,1003,1.5536795,0.625
3,1004,1.6764047,0.625
3,1005,1.9564972,0.5
3,1006,0.9993489,0.71875
3,1007,1.2016683,0.6875
3,1008,1.2009524,0.75
3,1009,1.1806425,0.75
3,1010,1.6791131,0.5
3,1011,1.3257289,0.6875
3,1012,1.2247045,0.71875
3,1013,1.4509765,0.625
3,1014,0.90562195,0.8125
3,1015,1.6875058,0.625
3,1016,0.9530742,0.75
3,1017,1.1035258,0.625
3,1018,1.3117889,0.625
3,1019,1.1277448,0.6875
3,1020,1.4091977,0.65625
3,1021,1.0945069,0.75
3,1022,0.92091423,0.71875
3,1023,1.2241012,0.75
3,1024,1.2899835,0.5625
3,1025,1.1534567,0.625
3,1026,1.0220664,0.6875
3,1027,1.277961,0.59375
3,1028,0.60221314,0.9375
3,1029,1.3924407,0.65625
3,1030,1.1012785,0.71875
3,1031,1.042883,0.8125
3,1032,1.693578,0.5625
3,1033,1.2284594,0.71875
3,1034,1.1599331,0.71875
3,1035,0.93990004,0.78125
3,1036,1.4344091,0.625
3,1037,0.8716213,0.78125
3,1038,1.6899011,0.625
3,1039,1.2511611,0.6875
3,1040,1.1318731,0.71875
3,1041,1.4321809,0.59375
3,1042,1.4623387,0.59375
3,1043,1.1299797,0.71875
3,1044,1.5912031,0.6875
3,1045,1.7589993,0.5625
3,1046,1.0550375,0.71875
3,1047,1.1339521,0.65625
3,1048,0.9718125,0.6875
3,1049,0.96454287,0.8125
3,1050,1.4078212,0.65625
3,1051,1.1844225,0.65625
3,1052,1.5438339,0.65625
3,1053,1.0988178,0.65
4,1054,1.3062925,0.625
4,1055,1.1590791,0.625
4,1056,1.2562176,0.625
4,1057,1.0871794,0.78125
4,1058,0.96970856,0.6875
4,1059,1.066501,0.6875
4,1060,1.1597385,0.75
4,1061,1.441301,0.65625
4,1062,1.0974687,0.71875
4,1063,1.1735002,0.6875
4,1064,1.3742964,0.625
4,1065,1.453737,0.65625
4,1066,1.1116176,0.6875
4,1067,1.0731491,0.6875
4,1068,1.2152482,0.6875
4,1069,0.93977886,0.71875
4,1070,0.8488389,0.78125
4,1071,1.0972643,0.6875
4,1072,1.4064306,0.625
4,1073,0.9029476,0.8125
4,1074,1.4999841,0.5625
4,1075,1.2004958,0.6875
4,1076,1.2418015,0.75
4,1077,1.2031786,0.75
4,1078,1.0199484,0.6875
4,1079,0.91648763,0.8125
4,1080,1.2433673,0.6875
4,1081,1.0138069,0.6875
4,1082,1.1896838,0.65625
4,1083,1.0876948,0.6875
4,1084,0.81562674,0.8125
4,1085,0.8570171,0.84375
4,1086,1.0289907,0.71875
4,1087,1.1732252,0.6875
4,1088,1.677503,0.625
4,1089,1.1463839,0.625
4,1090,1.1157974,0.71875
4,1091,1.6458361,0.59375
4,1092,0.6822359,0.875
4,1093,1.2948335,0.6875
4,1094,0.8690529,0.8125
4,1095,1.4859577,0.59375
4,1096,1.667556,0.53125
4,1097,1.080248,0.71875
4,1098,1.5831176,0.625
4,1099,1.4381528,0.6875
4,1100,1.1977206,0.59375
4,1101,1.3378996,0.59375
4,1102,1.2154315,0.6875
4,1103,1.120088,0.6875
4,1104,1.2012821,0.6875
4,1105,1.4404324,0.71875
4,1106,1.4168619,0.625
4,1107,1.4631653,0.625
4,1108,0.9520636,0.75
4,1109,0.89412,0.75
4,1110,1.3010014,0.65625
4,1111,1.3141348,0.59375
4,1112,1.0656141,0.71875
4,1113,1.0776901,0.71875
4,1114,1.0506864,0.75
4,1115,0.92348486,0.8125
4,1116,1.190272,0.75
4,1117,0.8319819,0.75
4,1118,1.5008022,0.5
4,1119,1.664813,0.6875
4,1120,1.1318688,0.8125
4,1121,1.3214215,0.625
4,1122,1.0113207,0.65625
4,1123,1.2834681,0.71875
4,1124,0.8926345,0.8125
4,1125,1.2829797,0.65625
4,1126,0.8678563,0.65625
4,1127,1.1238272,0.6875
4,1128,1.3302697,0.59375
4,1129,0.9534805,0.71875
4,1130,1.5631616,0.65625
4,1131,1.4534347,0.625
4,1132,1.1559713,0.75
4,1133,1.4053853,0.625
4,1134,1.733093,0.65625
4,1135,1.0606267,0.71875
4,1136,1.1422535,0.6875
4,1137,1.3978417,0.75
4,1138,1.3814416,0.59375
4,1139,1.2600423,0.75
4,1140,1.5503937,0.59375
4,1141,1.2378882,0.625
4,1142,1.1354595,0.71875
4,1143,1.5866756,0.65625
4,1144,1.135541,0.65625
4,1145,0.8644452,0.6875
4,1146,1.6692612,0.4375
4,1147,1.0831391,0.71875
4,1148,0.8128582,0.8125
4,1149,1.6170294,0.625
4,1150,1.0784165,0.6875
4,1151,1.0478002,0.65625
4,1152,1.3269275,0.65625
4,1153,0.9753466,0.71875
4,1154,1.1387355,0.6875
4,1155,1.1738203,0.71875
4,1156,1.1569443,0.78125
4,1157,1.0587206,0.8125
4,1158,1.1390545,0.59375
4,1159,1.059393,0.78125
4,1160,1.395121,0.6875
4,1161,1.20122,0.71875
4,1162,1.062578,0.71875
4,1163,1.4800364,0.65625
4,1164,1.3842338,0.65625
4,1165,1.0699756,0.6875
4,1166,1.7129004,0.59375
4,1167,1.467356,0.6875
4,1168,1.4258422,0.6875
4,1169,1.1420882,0.6875
4,1170,1.5017725,0.6875
4,1171,0.9650863,0.75
4,1172,1.2391447,0.59375
4,1173,1.6428702,0.625
4,1174,1.0045494,0.75
4,1175,1.3938223,0.59375
4,1176,0.8190314,0.84375
4,1177,1.0894978,0.6875
4,1178,1.330981,0.625
4,1179,1.1691648,0.71875
4,1180,1.2296934,0.5625
4,1181,1.168388,0.71875
4,1182,1.2443953,0.71875
4,1183,1.2788924,0.5625
4,1184,1.4488417,0.5
4,1185,0.9743378,0.71875
4,1186,1.3548789,0.625
4,1187,1.2540503,0.71875
4,1188,1.4142636,0.6875
4,1189,1.3310248,0.625
4,1190,1.0812174,0.71875
4,1191,1.1162331,0.75
4,1192,0.8126783,0.84375
4,1193,1.0681349,0.65625
4,1194,1.3650136,0.6875
4,1195,1.2658451,0.625
4,1196,1.8837,0.5625
4,1197,1.4501321,0.59375
4,1198,1.5132449,0.625
4,1199,1.1551894,0.625
4,1200,1.0754743,0.6875
4,1201,1.0727079,0.75
4,1202,1.7571657,0.625
4,1203,1.5543976,0.6875
4,1204,1.6232179,0.625
4,1205,0.77799,0.8125
4,1206,1.5079032,0.59375
4,1207,0.7721926,0.8125
4,1208,1.4607444,0.59375
4,1209,1.2276748,0.75
4,1210,1.2896547,0.65625
4,1211,1.1337384,0.75
4,1212,1.6759776,0.59375
4,1213,1.2611072,0.6875
4,1214,1.2888122,0.71875
4,1215,1.11335,0.625
4,1216,1.4206263,0.53125
4,1217,1.139061,0.59375
4,1218,1.0212265,0.6875
4,1219,1.7763354,0.5625
4,1220,0.6474892,0.84375
4,1221,2.0810957,0.46875
4,1222,0.92133915,0.78125
4,1223,1.2713789,0.6875
4,1224,1.2160219,0.71875
4,1225,1.434968,0.65625
4,1226,1.3983072,0.625
4,1227,1.424267,0.59375
4,1228,0.87406,0.71875
4,1229,1.4099652,0.6875
4,1230,1.5827682,0.59375
4,1231,0.93659025,0.75
4,1232,1.1553919,0.65625
4,1233,1.1585171,0.625
4,1234,0.96522766,0.78125
4,1235,1.599876,0.65625
4,1236,1.1795005,0.6875
4,1237,1.2417502,0.71875
4,1238,1.1458486,0.71875
4,1239,1.0436137,0.6875
4,1240,0.9892099,0.65625
4,1241,0.7829934,0.84375
4,1242,1.4066558,0.59375
4,1243,1.2645057,0.71875
4,1244,1.063108,0.71875
4,1245,1.9287838,0.53125
4,1246,0.9781925,0.78125
4,1247,1.7855794,0.5625
4,1248,1.1236514,0.59375
4,1249,1.1430644,0.75
4,1250,1.3793187,0.59375
4,1251,1.7149551,0.375
4,1252,1.1159724,0.6875
4,1253,1.0531752,0.6875
4,1254,1.2433151,0.6875
4,1255,0.889178,0.78125
4,1256,1.42868,0.65625
4,1257,1.35973,0.5625
4,1258,0.90722954,0.84375
4,1259,1.5386889,0.5625
4,1260,1.3710816,0.53125
4,1261,1.3233141,0.5
4,1262,1.190519,0.71875
4,1263,1.2812486,0.625
4,1264,1.3594459,0.65625
4,1265,1.4351386,0.59375
4,1266,1.0789753,0.65625
4,1267,1.0025774,0.71875
4,1268,0.9146875,0.71875
4,1269,1.8856364,0.4375
4,1270,0.8940101,0.78125
4,1271,1.1862986,0.71875
4,1272,0.90788966,0.75
4,1273,0.95474374,0.75
4,1274,0.73456126,0.84375
4,1275,1.2846254,0.5625
4,1276,1.2775948,0.59375
4,1277,1.3268282,0.625
4,1278,1.6004821,0.53125
4,1279,1.3238958,0.71875
4,1280,1.2745156,0.65625
4,1281,0.99810046,0.71875
4,1282,1.0226096,0.75
4,1283,1.2635422,0.71875
4,1284,1.355612,0.6875
4,1285,1.4264911,0.5
4,1286,1.6578239,0.4375
4,1287,1.1753119,0.6875
4,1288,1.5353831,0.59375
4,1289,0.867038,0.84375
4,1290,1.0684725,0.75
4,1291,1.1613866,0.71875
4,1292,1.1739099,0.6875
4,1293,1.0791562,0.6875
4,1294,1.4283669,0.53125
4,1295,1.4625915,0.59375
4,1296,1.3685288,0.6875
4,1297,0.8469099,0.75
4,1298,1.9010755,0.5625
4,1299,1.3601809,0.625
4,1300,1.0523888,0.6875
4,1301,1.063939,0.65625
4,1302,0.9932357,0.71875
4,1303,1.2796326,0.59375
4,1304,1.1735938,0.71875
4,1305,1.4663199,0.625
4,1306,1.3853657,0.65625
4,1307,0.9389329,0.71875
4,1308,0.58887804,0.875
4,1309,1.4163904,0.65625
4,1310,0.99066836,0.8125
4,1311,1.051588,0.6875
4,1312,1.1510966,0.78125
4,1313,1.0144507,0.6875
4,1314,1.3221143,0.65625
4,1315,1.4360527,0.625
4,1316,1.173991,0.625
4,1317,1.1406385,0.59375
4,1318,1.3692973,0.5625
4,1319,1.2901028,0.6875
4,1320,1.0308504,0.71875
4,1321,1.2727364,0.71875
4,1322,1.367776,0.53125
4,1323,1.1108233,0.71875
4,1324,1.2981324,0.59375
4,1325,1.3773681,0.65625
4,1326,1.2293705,0.65625
4,1327,1.3180968,0.6875
4,1328,1.2426212,0.65625
4,1329,1.3156558,0.6875
4,1330,1.1658078,0.625
4,1331,1.8239193,0.4375
4,1332,1.3600869,0.6875
4,1333,0.9092498,0.78125
4,1334,0.8257598,0.78125
4,1335,0.87703454,0.90625
4,1336,1.2079278,0.65625
4,1337,1.4287786,0.59375
4,1338,1.6737031,0.46875
4,1339,0.8854357,0.8125
4,1340,1.5820811,0.53125
4,1341,1.2564826,0.6875
4,1342,1.1852065,0.71875
4,1343,1.4306561,0.5625
4,1344,1.3744798,0.5625
4,1345,1.068564,0.71875
4,1346,1.3695469,0.5625
4,1347,1.0879375,0.75
4,1348,1.1818931,0.6875
4,1349,1.788457,0.46875
4,1350,1.3574715,0.625
4,1351,1.1554613,0.6875
4,1352,1.0965029,0.71875
4,1353,1.2723315,0.5625
4,1354,1.4217492,0.625
4,1355,1.725827,0.5
4,1356,1.377751,0.75
4,1357,1.4610472,0.59375
4,1358,1.2465901,0.65625
4,1359,1.1210115,0.6875
4,1360,0.99960715,0.75
4,1361,1.2724212,0.71875
4,1362,0.800118,0.75
4,1363,1.187934,0.625
4,1364,0.8290066,0.78125
4,1365,1.2436877,0.6875
4,1366,1.0374135,0.6875
4,1367,1.141431,0.78125
4,1368,1.6232076,0.53125
4,1369,1.0646781,0.78125
4,1370,1.3222005,0.6875
4,1371,1.1698594,0.65625
4,1372,0.9295353,0.84375
4,1373,1.0488989,0.71875
4,1374,0.8053411,0.84375
4,1375,1.2370465,0.5625
4,1376,0.7911847,0.78125
4,1377,1.3047421,0.65625
4,1378,1.6072162,0.625
4,1379,1.087021,0.625
4,1380,1.0405613,0.71875
4,1381,0.9740325,0.75
4,1382,1.730525,0.5625
4,1383,0.87422156,0.78125
4,1384,1.2680609,0.625
4,1385,1.0712194,0.75
4,1386,1.0569218,0.6875
4,1387,0.5603311,0.875
4,1388,1.0643834,0.71875
4,1389,1.4087888,0.59375
4,1390,1.0073352,0.65625
4,1391,1.073373,0.71875
4,1392,1.4203199,0.6875
4,1393,1.1195366,0.71875
4,1394,1.6972716,0.53125
4,1395,1.2283711,0.75
4,1396,1.157454,0.78125
4,1397,1.2273926,0.6875
4,1398,1.2403408,0.78125
4,1399,0.98629403,0.71875
4,1400,1.7092547,0.5625
4,1401,1.3403049,0.59375
4,1402,1.053266,0.75
4,1403,1.0454018,0.6875
4,1404,1.8207073,0.65
5,1405,1.1805825,0.71875
5,1406,1.4146048,0.59375
5,1407,1.2219517,0.625
5,1408,0.8868363,0.75
5,1409,0.7840779,0.8125
5,1410,1.1895797,0.65625
5,1411,0.7470303,0.875
5,1412,1.094217,0.6875
5,1413,1.2780282,0.625
5,1414,0.7131065,0.875
5,1415,1.2015903,0.625
5,1416,1.0855082,0.78125
5,1417,1.0045774,0.75
5,1418,0.9648721,0.75
5,1419,1.1102719,0.65625
5,1420,0.90949523,0.75
5,1421,0.9766735,0.75
5,1422,1.3022041,0.59375
5,1423,0.97816354,0.71875
5,1424,0.81216323,0.8125
5,1425,1.0920159,0.71875
5,1426,1.0095804,0.8125
5,1427,0.87997365,0.71875
5,1428,1.0319244,0.65625
5,1429,0.81152093,0.78125
5,1430,1.4706258,0.625
5,1431,1.4839399,0.65625
5,1432,1.2446582,0.65625
5,1433,1.3839982,0.59375
5,1434,1.4533317,0.65625
5,1435,1.2637751,0.71875
5,1436,1.1120582,0.71875
5,1437,0.8404624,0.75
5,1438,1.0371592,0.6875
5,1439,0.9759643,0.78125
5,1440,1.2749403,0.65625
5,1441,1.1298331,0.71875
5,1442,0.999791,0.6875
5,1443,0.89148855,0.78125
5,1444,0.83680063,0.78125
5,1445,1.1021641,0.78125
5,1446,0.6840207,0.875
5,1447,1.2244169,0.6875
5,1448,1.1653373,0.65625
5,1449,1.0085522,0.78125
5,1450,1.0917574,0.6875
5,1451,1.0261488,0.71875
5,1452,1.1870241,0.6875
5,1453,1.2924631,0.59375
5,1454,1.2705407,0.65625
5,1455,1.0510184,0.6875
5,1456,0.99926925,0.75
5,1457,1.6162324,0.6875
5,1458,0.7864561,0.875
5,1459,1.5006145,0.5625
5,1460,1.1423272,0.65625
5,1461,0.8794323,0.71875
5,1462,1.310084,0.65625
5,1463,1.2360713,0.59375
5,1464,1.2411181,0.6875
5,1465,1.0817996,0.6875
5,1466,1.1044037,0.6875
5,1467,0.88460803,0.75
5,1468,0.88355756,0.8125
5,1469,1.2989322,0.65625
5,1470,1.1140037,0.65625
5,1471,1.0797936,0.6875
5,1472,1.3257159,0.59375
5,1473,1.6585269,0.53125
5,1474,1.4510927,0.65625
5,1475,1.0173373,0.75
5,1476,0.79539174,0.78125
5,1477,0.8852111,0.71875
5,1478,0.9827843,0.8125
5,1479,0.70119596,0.875
5,1480,1.1743102,0.65625
5,1481,1.4136256,0.625
5,1482,0.90868384,0.75
5,1483,1.3016281,0.625
5,1484,1.3480818,0.78125
5,1485,1.0564471,0.6875
5,1486,1.2978246,0.65625
5,1487,0.996156,0.71875
5,1488,1.4649758,0.59375
5,1489,1.0177143,0.71875
5,1490,0.8666193,0.78125
5,1491,1.2336599,0.6875
5,1492,1.345338,0.59375
5,1493,1.4830884,0.625
5,1494,1.1076928,0.71875
5,1495,1.4860458,0.59375
5,1496,1.4894738,0.5625
5,1497,0.81088895,0.75
5,1498,1.3095582,0.6875
5,1499,1.5820965,0.5
5,1500,0.9434984,0.75
5,1501,1.6175258,0.46875
5,1502,0.86364174,0.78125
5,1503,1.1054481,0.78125
5,1504,0.8415796,0.71875
5,1505,0.9684351,0.75
5,1506,1.1633459,0.625
5,1507,0.60381484,0.78125
5,1508,1.4476529,0.59375
5,1509,1.1327538,0.71875
5,1510,0.9856962,0.6875
5,1511,1.2413956,0.71875
5,1512,1.2492968,0.625
5,1513,0.934435,0.75
5,1514,1.1840854,0.6875
5,1515,1.0639601,0.71875
5,1516,1.0043627,0.71875
5,1517,1.15145,0.6875
5,1518,1.26306,0.75
5,1519,1.0393683,0.71875
5,1520,0.82717746,0.75
5,1521,1.4205313,0.5
5,1522,1.2878646,0.65625
5,1523,1.3270683,0.625
5,1524,0.9971612,0.78125
5,1525,1.249392,0.65625
5,1526,1.511482,0.625
5,1527,1.0652757,0.71875
5,1528,1.5269824,0.65625
5,1529,0.8685602,0.78125
5,1530,0.8446078,0.71875
5,1531,1.2700206,0.65625
5,1532,1.2282279,0.625
5,1533,1.276238,0.65625
5,1534,1.6076783,0.5625
5,1535,1.4285278,0.625
5,1536,0.9071403,0.78125
5,1537,1.3939258,0.71875
5,1538,1.0197507,0.75
5,1539,1.3578231,0.59375
5,1540,1.5240575,0.53125
5,1541,1.2539601,0.65625
5,1542,0.9059572,0.6875
5,1543,0.92787576,0.71875
5,1544,0.95429957,0.75
5,1545,0.81819236,0.8125
5,1546,0.94184566,0.75
5,1547,1.3942724,0.65625
5,1548,1.1915202,0.6875
5,1549,1.1248922,0.75
5,1550,1.2067834,0.71875
5,1551,1.2950554,0.71875
5,1552,0.8421924,0.84375
5,1553,1.1430644,0.71875
5,1554,0.90637916,0.71875
5,1555,1.2760007,0.65625
5,1556,1.2518717,0.5625
5,1557,0.8898561,0.8125
5,1558,1.2215302,0.71875
5,1559,1.0945623,0.84375
5,1560,1.2320508,0.65625
5,1561,1.1082658,0.65625
5,1562,1.3171657,0.6875
5,1563,0.9144536,0.78125
5,1564,0.8245788,0.8125
5,1565,1.2843487,0.78125
5,1566,1.2248834,0.65625
5,1567,1.6246959,0.40625
5,1568,1.3995895,0.65625
5,1569,1.0601956,0.65625
5,1570,1.2488693,0.6875
5,1571,0.91604304,0.78125
5,1572,1.055547,0.65625
5,1573,1.0074214,0.71875
5,1574,1.4226531,0.625
5,1575,1.0237525,0.625
5,1576,0.89857066,0.75
5,1577,1.4581116,0.5
5,1578,0.73481536,0.8125
5,1579,1.272395,0.75
5,1580,0.8827791,0.75
5,1581,0.929074,0.78125
5,1582,1.7058249,0.53125
5,1583,0.8564092,0.78125
5,1584,1.430431,0.625
5,1585,0.94228905,0.6875
5,1586,1.0334358,0.71875
5,1587,1.1144596,0.78125
5,1588,0.4785403,0.875
5,1589,1.112193,0.75
5,1590,1.7229649,0.53125
5,1591,0.93075234,0.75
5,1592,0.9694636,0.6875
5,1593,1.1190519,0.65625
5,1594,1.0966231,0.71875
5,1595,1.1178266,0.625
5,1596,1.5384936,0.5625
5,1597,1.2279738,0.6875
5,1598,1.1280836,0.6875
5,1599,0.7988708,0.78125
5,1600,0.94591546,0.78125
5,1601,1.4096874,0.625
5,1602,0.9176171,0.71875
5,1603,1.3789787,0.625
5,1604,0.78504366,0.75
5,1605,1.2963891,0.59375
5,1606,1.115136,0.78125
5,1607,1.348017,0.6875
5,1608,1.0102773,0.6875
5,1609,1.1477554,0.71875
5,1610,0.66400063,0.875
5,1611,0.96972454,0.71875
5,1612,1.2689974,0.59375
5,1613,1.152136,0.65625
5,1614,0.82773155,0.75
5,1615,0.9634446,0.75
5,1616,0.9687772,0.65625
5,1617,0.9594403,0.59375
5,1618,1.8756595,0.59375
5,1619,1.1793699,0.6875
5,1620,1.5419446,0.59375
5,1621,1.1860178,0.75
5,1622,1.0781524,0.75
5,1623,1.4874411,0.59375
5,1624,1.077167,0.75
5,1625,1.2716335,0.625
5,1626,1.4359659,0.6875
5,1627,1.3974167,0.625
5,1628,1.0851508,0.65625
5,1629,0.9382658,0.78125
5,1630,1.2685206,0.65625
5,1631,1.0526074,0.75
5,1632,1.0865098,0.75
5,1633,1.2718583,0.625
5,1634,1.6200187,0.5625
5,1635,1.0869969,0.71875
5,1636,0.9908551,0.71875
5,1637,0.8531912,0.8125
5,1638,0.9772976,0.6875
5,1639,0.8319477,0.84375
5,1640,1.3075882,0.6875
5,1641,1.2734343,0.65625
5,1642,0.97757083,0.71875
5,1643,1.4291228,0.65625
5,1644,1.175793,0.65625
5,1645,1.83153,0.65625
5,1646,1.1305906,0.6875
5,1647,0.9523613,0.6875
5,1648,1.264754,0.6875
5,1649,1.2852327,0.625
5,1650,0.92352456,0.8125
5,1651,0.860857,0.84375
5,1652,1.2410988,0.6875
5,1653,0.579094,0.875
5,1654,1.0473415,0.71875
5,1655,1.0135844,0.6875
5,1656,1.0154853,0.6875
5,1657,1.3707033,0.71875
5,1658,1.2860557,0.65625
5,1659,1.214852,0.625
5,1660,1.1859881,0.6875
5,1661,0.7146797,0.78125
5,1662,1.3100008,0.65625
5,1663,0.98606133,0.71875
5,1664,0.8418051,0.78125
5,1665,1.1544452,0.625
5,1666,0.9523562,0.75
5,1667,0.8517025,0.625
5,1668,1.2592721,0.65625
5,1669,1.0743926,0.71875
5,1670,1.3862084,0.65625
5,1671,0.7674767,0.6875
5,1672,0.9734981,0.71875
5,1673,1.1510303,0.625
5,1674,0.9412297,0.75
5,1675,0.8448986,0.71875
5,1676,0.8123936,0.78125
5,1677,1.248872,0.6875
5,1678,1.3237185,0.59375
5,1679,1.187321,0.71875
5,1680,1.315615,0.65625
5,1681,0.82710975,0.71875
5,1682,0.8315513,0.84375
5,1683,0.9839353,0.71875
5,1684,1.9632832,0.5
5,1685,1.049314,0.71875
5,1686,0.9259293,0.75
5,1687,1.5460242,0.65625
5,1688,1.1193184,0.6875
5,1689,1.3047166,0.6875
5,1690,1.1780111,0.6875
5,1691,1.2717496,0.625
5,1692,0.8420956,0.75
5,1693,1.0597897,0.8125
5,1694,1.2646724,0.6875
5,1695,1.3761692,0.5625
5,1696,1.2480865,0.6875
5,1697,0.9864626,0.75
5,1698,1.2557148,0.71875
5,1699,1.3643095,0.6875
5,1700,1.1445197,0.625
5,1701,0.98628724,0.71875
5,1702,1.5907629,0.59375
5,1703,1.0297256,0.71875
5,1704,1.2178162,0.6875
5,1705,0.9500568,0.78125
5,1706,0.9654141,0.75
5,1707,1.1263368,0.8125
5,1708,1.4771377,0.59375
5,1709,0.8610056,0.75
5,1710,1.2362728,0.75
5,1711,1.0796646,0.75
5,1712,1.1663244,0.75
5,1713,1.3547225,0.6875
5,1714,1.3530285,0.65625
5,1715,1.0511256,0.6875
5,1716,1.5997366,0.5625
5,1717,1.3804477,0.625
5,1718,1.3265177,0.71875
5,1719,0.9605249,0.65625
5,1720,1.0574827,0.71875
5,1721,1.3466605,0.59375
5,1722,1.0526714,0.625
5,1723,1.0059106,0.71875
5,1724,1.0712872,0.75
5,1725,1.2707171,0.65625
5,1726,0.85059965,0.71875
5,1727,1.1269795,0.65625
5,1728,1.2113603,0.625
5,1729,0.8404309,0.78125
5,1730,0.79367876,0.78125
5,1731,1.1839522,0.71875
5,1732,1.1280272,0.6875
5,1733,1.242541,0.59375
5,1734,0.9843465,0.71875
5,1735,0.83483005,0.78125
5,1736,1.1943216,0.65625
5,1737,1.1737863,0.5625
5,1738,1.0993477,0.65625
5,1739,1.2670233,0.625
5,1740,1.4332279,0.5625
5,1741,1.1572218,0.75
5,1742,1.2098023,0.75
5,1743,0.8591506,0.71875
5,1744,1.156083,0.75
5,1745,1.0117584,0.8125
5,1746,1.1287903,0.71875
5,1747,0.5762877,0.84375
5,1748,1.347798,0.6875
5,1749,1.0938396,0.78125
5,1750,1.665343,0.5625
5,1751,1.0168134,0.6875
5,1752,1.5100243,0.5625
5,1753,1.4973614,0.59375
5,1754,1.5317211,0.59375
5,1755,0.89693034,0.75
6,1756,1.3437186,0.59375
6,1757,0.7559126,0.8125
6,1758,0.7637901,0.8125
6,1759,1.3041416,0.625
6,1760,0.9794911,0.65625
6,1761,1.0140064,0.78125
6,1762,0.92580825,0.78125
6,1763,0.73773795,0.78125
6,1764,0.79120314,0.78125
6,1765,0.9492683,0.71875
6,1766,1.0289156,0.65625
6,1767,1.3104452,0.71875
6,1768,1.1563163,0.65625
6,1769,1.2700641,0.59375
6,1770,1.0523347,0.6875
6,1771,1.1619887,0.75
6,1772,1.5002503,0.59375
6,1773,1.2207379,0.6875
6,1774,1.1781443,0.65625
6,1775,1.1022956,0.6875
6,1776,0.9230413,0.75
6,1777,0.9382837,0.8125
6,1778,1.1817265,0.6875
6,1779,1.0359163,0.8125
6,1780,1.2590226,0.71875
6,1781,1.333827,0.65625
6,1782,1.2986866,0.625
6,1783,1.1032387,0.6875
6,1784,1.4662056,0.5625
6,1785,1.4691669,0.59375
6,1786,0.89752644,0.71875
6,1787,0.95228624,0.6875
6,1788,1.0021162,0.71875
6,1789,1.059377,0.71875
6,1790,0.90334874,0.71875
6,1791,0.668769,0.8125
6,1792,1.0547109,0.75
6,1793,1.0247716,0.75
6,1794,0.8109176,0.78125
6,1795,0.8560255,0.78125
6,1796,1.655134,0.5
6,1797,1.1421083,0.75
6,1798,0.74544084,0.78125
6,1799,0.9992106,0.6875
6,1800,0.9354969,0.78125
6,1801,1.0391498,0.71875
6,1802,0.9362757,0.8125
6,1803,0.82343805,0.78125
6,1804,0.9957069,0.78125
6,1805,1.1088015,0.65625
6,1806,1.06619,0.6875
6,1807,1.1557996,0.65625
6,1808,1.2385219,0.71875
6,1809,1.0616803,0.75
6,1810,0.91370213,0.75
6,1811,1.2600154,0.71875
6,1812,1.4542329,0.65625
6,1813,1.1207063,0.71875
6,1814,0.75959927,0.84375
6,1815,0.9745866,0.625
6,1816,0.948458,0.78125
6,1817,1.201416,0.75
6,1818,1.4230977,0.53125
6,1819,1.2774968,0.5625
6,1820,1.2714778,0.65625
6,1821,0.9155723,0.78125
6,1822,1.1185632,0.6875
6,1823,0.61532277,0.875
6,1824,0.7215252,0.84375
6,1825,0.8458915,0.8125
6,1826,0.93468183,0.78125
6,1827,1.7196743,0.59375
6,1828,1.1504148,0.5625
6,1829,1.2040728,0.75
6,1830,1.1561515,0.65625
6,1831,1.086211,0.75
6,1832,0.8260711,0.78125
6,1833,1.2690511,0.75
6,1834,0.8052339,0.875
6,1835,0.9922415,0.8125
6,1836,1.4741776,0.625
6,1837,0.9930395,0.71875
6,1838,0.89645976,0.78125
6,1839,0.84279245,0.6875
6,1840,1.2527338,0.65625
6,1841,0.52647406,0.90625
6,1842,1.0485657,0.71875
6,1843,1.8555367,0.53125
6,1844,0.6220289,0.78125
6,1845,0.9263081,0.6875
6,1846,0.8163573,0.8125
6,1847,0.9452701,0.75
6,1848,0.8532397,0.78125
6,1849,0.71334475,0.8125
6,1850,1.0969702,0.6875
6,1851,1.1539888,0.71875
6,1852,0.8917097,0.71875
